"Accessions","Family_Name","Longitude_lan","Latitude_lan"
"IS10060_PI563334","Atlantic-Congo",-1.96187,14.046
"IS10105_PI563338","Mande",-3.25128,13.1027
"IS10139_PI563343","Mande",-2.72732,13.1811
"IS10162_PI563348","Mande",-3.58355,12.7178
"IS10168_PI563350","Atlantic-Congo",-1.32,11.95
"IS10186_PI563359","Atlantic-Congo",-3.336,9.96122
"IS10192_PI563364","Mande",-0.78772,13.7206
"IS10195_PI563366","Atlantic-Congo",-3.0124,11.0441
"IS10278_PI563377","Nubian",30.417,15.083
"IS11010_PI329252","Pidgin",38.7631,8.96543
"IS11014_PI329256","Afro-Asiatic",38.9266,15.3359
"IS11043_PI329285","Afro-Asiatic",42.1332,9.30485
"IS11057_PI329299","Afro-Asiatic",39.75,14.75
"IS11068_PI329310","Afro-Asiatic",42.1332,9.30485
"IS11069_PI329311","Afro-Asiatic",42.17,5.76
"IS11074_PI329316","Afro-Asiatic",38.14,8.23
"IS11076_PI329318","Afro-Asiatic",39.5605,11.5764
"IS11077_PI329319","Pidgin",38.7631,8.96543
"IS11082_PI329325","Afro-Asiatic",36.7365,8.81391
"IS11096_PI329338","Afro-Asiatic",39.756,10.6596
"IS11108_PI329351","Afro-Asiatic",39.756,10.6596
"IS11151_PI329394","Afro-Asiatic",39.756,10.6596
"IS11160_PI329403","Afro-Asiatic",39.5605,11.5764
"IS11222_PI329465","Sign Language",38.8534,8.9761
"IS11227_PI329470","Sign Language",38.8534,8.9761
"IS11230_PI329473","Afro-Asiatic",38.1732,7.39014
"IS11231_PI329475","Ta-Ne-Omotic",35.9498,7.74852
"IS11232_PI329476","Afro-Asiatic",38.3729,6.74176
"IS11236_PI329480","Afro-Asiatic",38.1732,7.39014
"IS11257_PI329501","Afro-Asiatic",38.8258,8.01148
"IS11264_PI329510","Sign Language",38.8534,8.9761
"IS11269_PI329517","Sign Language",38.8534,8.9761
"IS11270_PI329518","Afro-Asiatic",38.3386,8.10617
"IS11292_PI329540","Afro-Asiatic",38.14,8.23
"IS11297_PI329545","Afro-Asiatic",37.9891,8.11879
"IS11301_PI329550","Ta-Ne-Omotic",37.4412,7.79821
"IS11307_PI329556","Afro-Asiatic",37.5742,7.53825
"IS11320_PI329569","Pidgin",38.7631,8.96543
"IS11321_PI329570","Ta-Ne-Omotic",36.1718,7.34022
"IS11334_PI329583","Ta-Ne-Omotic",37.4412,7.79821
"IS11359_PI329614","Pidgin",38.7631,8.96543
"IS11362_PI329617","Afro-Asiatic",36.7365,8.81391
"IS11377_PI329632","Afro-Asiatic",36.7365,8.81391
"IS11389_PI329644","Afro-Asiatic",36.7365,8.81391
"IS11390_PI329645","Afro-Asiatic",36.7365,8.81391
"IS11407_PI329665","Pidgin",38.7631,8.96543
"IS11435_PI329699","Ta-Ne-Omotic",35.7673,7.04682
"IS11438_PI329702","Sign Language",38.8534,8.9761
"IS11446_PI329710","Afro-Asiatic",39.756,10.6596
"IS11548_PI329813","Afro-Asiatic",39.75,14.75
"IS11572_PI329841","Afro-Asiatic",37.0542,12.8119
"IS11574_PI329843","Afro-Asiatic",36.6916,10.9819
"IS11579_PI329848","Pidgin",38.7631,8.96543
"IS11593_PI329864","Pidgin",38.7631,8.96543
"IS11642_PI329920","Afro-Asiatic",41.4395,8.67428
"IS11887_PI330167","Afro-Asiatic",39.543456,11.708182
"IS11901_PI330181","Afro-Asiatic",39.543456,11.708182
"IS11904_PI330184","Afro-Asiatic",39.543456,11.708182
"IS11912_PI330192","Afro-Asiatic",38.8352,12.4479
"IS11913_PI330195","Afro-Asiatic",39.75,14.75
"IS11914_PI330196","Afro-Asiatic",39.75,14.75
"IS11917_PI330199","Afro-Asiatic",39.75,14.75
"IS12080_PI330796","Afro-Asiatic",37.9088,7.37582
"IS12082_PI330798","Afro-Asiatic",38.14,8.23
"IS12087_PI330803","Ta-Ne-Omotic",34.647,8.568
"IS12112_PI330828","Gumuz",35.51,9.98
"IS12117_PI330833","Afro-Asiatic",36.7365,8.81391
"IS12122_PI330838","Afro-Asiatic",36.7365,8.81391
"IS12135_PI330851","Afro-Asiatic",36.7365,8.81391
"IS12142_PI330858","Afro-Asiatic",41.4395,8.67428
"IS12246_PI337674","Afro-Asiatic",42.1332,9.30485
"IS12248_PI337676","Afro-Asiatic",38.4646,4.44624
"IS12250_PI337678","Afro-Asiatic",41.4395,8.67428
"IS12252_PI337680","Pidgin",38.7631,8.96543
"IS12256_PI337684","Ta-Ne-Omotic",34.647,8.568
"IS12261_PI337689","Afro-Asiatic",41.4395,8.67428
"IS12336_PI563482","Atlantic-Congo",-16.9205,14.792
"IS12339_PI563483","Atlantic-Congo",-16.3916,13.8941
"IS12357_PI563484","Atlantic-Congo",-15.383,15.2534
"IS12367_PI563485","Atlantic-Congo",-16.8816,14.9387
"IS12374_PI563487","Mande",-7.65,12.9
"IS12380_PI563515","Mande",-7.65,12.9
"IS12411_PI563489","Sign Language",4.72799,7.78559
"IS12420_PI563492","Atlantic-Congo",6.3745,10.0823
"IS12562_PI151198","Afro-Asiatic",39.5605,11.5764
"IS12597_PI155541","Atlantic-Congo",33.3738,-11.3297
"IS12676_PI285039","Sign Language",7.71578,11.06693
"IS14461_PI570917","Unattested",35.63369,11.94153
"IS14567_PI569012","Afro-Asiatic",37.0542,12.8119
"IS20043_PI514456","Mande",-12.8009,13.5677
"IS20074_PI514610","Atlantic-Congo",-12.4796,12.7531
"IS20151_PI514617","Atlantic-Congo",-15.835,13.213
"IS21519_PI521833","Atlantic-Congo",33.3738,-11.3297
"IS22242_PI510907","Atlantic-Congo",24.7587,-24.368
"IS22244_PI510910","Atlantic-Congo",24.7587,-24.368
"IS22263_PI510931","Atlantic-Congo",22.72016,-24.9208
"IS22288_PI510958","Atlantic-Congo",27.42009,-23.40552
"IS22295_PI510966","Khoe-Kwadi",26.0158,-22.0237
"IS22297_PI510968","Khoe-Kwadi",26.0158,-22.0237
"IS22308_PI510979","Atlantic-Congo",27.42009,-23.40552
"IS22318_PI510990","Khoe-Kwadi",22.9088,-19.0966
"IS22336_PI511008","Atlantic-Congo",22.72016,-24.9208
"IS22359_PI569805","Afro-Asiatic",37.0542,12.8119
"IS22387_PI569833","Afro-Asiatic",37.0542,12.8119
"IS22388_PI569834","Afro-Asiatic",37.0542,12.8119
"IS22414_PI569860","Eastern Jebel",33.9797,11.4674
"IS22423_PI569869","Eastern Jebel",33.9797,11.4674
"IS22429_PI569875","Eastern Jebel",33.5677,10.793
"IS22440_PI569886","Eastern Jebel",34.3816,10.9291
"IS22897_PI570119","Dajuic",25.22,11.13
"IS22898_PI570120","Nyimang",29.4332,12.0993
"IS22900_PI570122","Nilotic",33.7494,10.4349
"IS22903_PI570125","Nubian",30.417,15.083
"IS22905_PI570127","Nilotic",31.8392,9.27995
"IS22908_PI570130","Nubian",28.5901,11.948
"IS22914_PI570136","Nubian",29.2074,12.0542
"IS22923_PI570145","Nyimang",29.4332,12.0993
"IS22927_PI570149","Nilotic",31.537,3.9613
"IS22932_PI570154","Kadugli-Krongo",29.11903,11.39119
"IS22936_PI570157","Nilotic",28.0613,8.81115
"IS22937_PI570158","Kadugli-Krongo",29.3889,11.2064
"IS22939_PI570160","Furan",23.6401,12.0455
"IS22941_PI570162","Bookkeeping",31.1244,12.1797
"IS22943_PI570164","Nubian",30.417,15.083
"IS22945_PI570166","Kadugli-Krongo",29.3463,11.0174
"IS22950_PI570171","Narrow Talodi",30.341,11.1254
"IS22969_PI570189","Central Sudanic",29.0002,7.45616
"IS23008_PI570228","Heibanic",30.8092,11.0963
"IS23013_PI570233","Heibanic",30.3824,11.3915
"IS23017_PI570237","Nubian",30.2709,12.1554
"IS23024_PI570244","Nubian",30.6782,12.474
"IS23028_PI570248","Saharan",25.83,14.67
"IS23034_PI570254","Atlantic-Congo",25.9024,8.38023
"IS23035_PI570255","Dajuic",25.22,11.13
"IS2304_PI570539","Koman",34.2457,9.50836
"IS23040_PI570260","Saharan",23.4626,17.4842
"IS23058_PI570278","Furan",23.6401,12.0455
"IS23064_PI570284","Nubian",30.75,18.25
"IS23068_PI570288","Dajuic",25.22,11.13
"IS23072_PI570292","Furan",23.6401,12.0455
"IS23074_PI570294","Nubian",30.417,15.083
"IS23076_PI570296","Maban",22.1752,13.2733
"IS2319_PI570570","Nilotic",31.8392,9.27995
"IS24694_PI585379","Afro-Asiatic",36.6916,10.9819
"IS24699_PI646200","Sign Language",7.71578,11.06693
"IS24733_PI585394","Pidgin",8.4331,11.989
"IS24734_PI646209","Afro-Asiatic",9.32363,11.1701
"IS24748_PI646210","Atlantic-Congo",11.1188,10.9972
"IS24753_PI646211","Atlantic-Congo",8.78768,10.7229
"IS24799_PI585405","Afro-Asiatic",13.139,10.3544
"IS24811_PI585411","Sign Language",12.28484,10.478601
"IS24817_PI585413","Afro-Asiatic",12.7683,10.3633
"IS24824_PI585415","Unattested",10.73936,10.30573
"IS24830_PI585416","Afro-Asiatic",10.4204,10.1609
"IS24843_PI585423","Afro-Asiatic",10.2746,10.6274
"IS24856_PI646213","Afro-Asiatic",9.065,10.03
"IS24868_PI646214","Atlantic-Congo",8.81708,9.98505
"IS24883_PI646217","Atlantic-Congo",5.42081,10.0849
"IS25050_PI585448","Atlantic-Congo",-0.43227,9.64745
"IS25059_PI585452","Atlantic-Congo",-0.671111,10.857778
"IS25060_PI585453","Atlantic-Congo",-0.38756,10.9703
"IS25061_PI585454","Atlantic-Congo",-0.74675,10.3884
"IS25066_PI585455","Atlantic-Congo",0.06121,10.4575
"IS25074_PI585457","Atlantic-Congo",-0.38756,10.9703
"IS25086_PI585461","Atlantic-Congo",-0.38756,10.9703
"IS25108_PI585467","Atlantic-Congo",-0.43227,9.64745
"IS25113_PI585471","Atlantic-Congo",-1.39076,11.0824
"IS25456_PI585572","Atlantic-Congo",29.1684,-4.36966
"IS25505_PI585576","Atlantic-Congo",30.4894,-3.77873
"IS25514_PI585577","Atlantic-Congo",29.485248,-3.022268
"IS25520_PI585579","Atlantic-Congo",29.485248,-3.022268
"IS25522_PI585581","Atlantic-Congo",29.485248,-3.022268
"IS25524_PI585583","Atlantic-Congo",28.9978,-3.45787
"IS25556_PI585590","Atlantic-Congo",29.6441,-1.56771
"IS25561_PI585595","Atlantic-Congo",29.6441,-1.56771
"IS25563_PI585596","Sign Language",30.23427,-1.38553
"IS25568_PI585600","Sign Language",30.23427,-1.38553
"IS25575_PI585607","Atlantic-Congo",29.6441,-1.56771
"IS25577_PI585609","Atlantic-Congo",30.7074,-2.52347
"IS25790_PI609918","Mande",-11.7178,13.1273
"IS25876_PI610034","Sign Language",-8.00136,12.651
"IS25919_PI609094","Mande",-5.65085,13.8734
"IS26149_PI609200","Mande",-5.65085,13.8734
"IS26401_PI585971","Atlantic-Congo",0.83312,7.44776
"IS26413_PI585981","Atlantic-Congo",1.74452,7.49256
"IS26418_PI585985","Atlantic-Congo",2.27039,7.78428
"IS26421_PI585987","Atlantic-Congo",2.27039,7.78428
"IS26425_PI585991","Atlantic-Congo",2.55627,8.43449
"IS26426_PI585992","Atlantic-Congo",2.55627,8.43449
"IS26459_PI586008","Atlantic-Congo",2.99607,9.63186
"IS26620_PI586028","Atlantic-Congo",25.7646,-12.4129
"IS26630_PI586032","Atlantic-Congo",25.7646,-12.4129
"IS26632_PI586033","Atlantic-Congo",25.7646,-12.4129
"IS26637_PI586034","Atlantic-Congo",25.7646,-12.4129
"IS26640_PI586035","Bookkeeping",28.08,-10
"IS26643_PI586036","Atlantic-Congo",31.2269,-8.86817
"IS26647_PI586037","Atlantic-Congo",25.7646,-12.4129
"IS26656_PI586041","Atlantic-Congo",24.7649,-14.8513
"IS26682_PI586052","Atlantic-Congo",35.43347,-15.56729
"IS26685_PI586054","Atlantic-Congo",35.43347,-15.56729
"IS26849_PI570393","Nilotic",32.6641,4.16379
"IS27297_PI586107","Atlantic-Congo",-0.52004,14.2471
"IS27300_PI586110","Atlantic-Congo",-0.52004,14.2471
"IS27301_PI586111","Atlantic-Congo",-0.52004,14.2471
"IS27302_PI586112","Atlantic-Congo",-0.52004,14.2471
"IS27304_PI586114","Atlantic-Congo",-0.52004,14.2471
"IS27307_PI586117","Atlantic-Congo",-0.52004,14.2471
"IS27308_PI586118","Atlantic-Congo",-0.52004,14.2471
"IS27309_PI586119","Atlantic-Congo",-0.52004,14.2471
"IS27320_PI586128","Atlantic-Congo",-2.59229,12.4305
"IS27329_PI586137","Atlantic-Congo",-0.52004,14.2471
"IS27333_PI586141","Atlantic-Congo",-1.96187,14.046
"IS27342_PI586150","Atlantic-Congo",-1.96187,14.046
"IS27343_PI586151","Atlantic-Congo",-1.96187,14.046
"IS27345_PI586153","Atlantic-Congo",-1.96187,14.046
"IS27346_PI586154","Atlantic-Congo",-1.96187,14.046
"IS27349_PI586156","Atlantic-Congo",-1.96187,14.046
"IS27350_PI586157","Atlantic-Congo",-1.96187,14.046
"IS27352_PI586159","Atlantic-Congo",-1.96187,14.046
"IS27354_PI586161","Mande",-0.78772,13.7206
"IS27357_PI586163","Atlantic-Congo",-0.81109,11.0918
"IS27359_PI586165","Sign Language",-1.5238,12.363514
"IS27360_PI586166","Atlantic-Congo",-1.32,11.95
"IS27361_PI586167","Atlantic-Congo",-1.32,11.95
"IS27366_PI586172","Atlantic-Congo",-1.32,11.95
"IS27368_PI586174","Sign Language",-1.5238,12.363514
"IS27373_PI586178","Atlantic-Congo",-1.32,11.95
"IS27377_PI586181","Atlantic-Congo",1.28489,11.6711
"IS27379_PI586183","Atlantic-Congo",1.28489,11.6711
"IS27380_PI586184","Atlantic-Congo",1.28489,11.6711
"IS27399_PI586201","Atlantic-Congo",-1.32,11.95
"IS27403_PI586205","Atlantic-Congo",-0.81109,11.0918
"IS27437_PI586239","Atlantic-Congo",-1.96187,14.046
"IS27458_PI586259","Mande",-2.72732,13.1811
"IS27474_PI586272","Mande",-3.25128,13.1027
"IS27562_PI586356","Atlantic-Congo",-3.336,9.96122
"IS27565_PI586359","Atlantic-Congo",-1.32,11.95
"IS27569_PI586363","Atlantic-Congo",-2.59229,12.4305
"IS27572_PI586365","Atlantic-Congo",-2.48569,11.6839
"IS27573_PI586366","Atlantic-Congo",-2.59229,12.4305
"IS27575_PI586368","Atlantic-Congo",-2.14385,11.5186
"IS27577_PI586370","Atlantic-Congo",-2.48569,11.6839
"IS27578_PI586371","Atlantic-Congo",-2.14385,11.5186
"IS27581_PI586374","Atlantic-Congo",-1.92807,10.9703
"IS27591_PI586377","Afro-Asiatic",15.0373,11.9765
"IS27604_PI586387","Afro-Asiatic",14.446893,12.561391
"IS27611_PI586394","Afro-Asiatic",14.446893,12.561391
"IS27667_PI586404","Afro-Asiatic",13.8201,10.677
"IS27856_PI586464","Atlantic-Congo",31.5,-26
"IS27860_PI586466","Atlantic-Congo",30.2,-28.9
"IS27867_PI586470","Atlantic-Congo",30.2,-28.9
"IS27869_PI586472","Atlantic-Congo",30.2,-28.9
"IS27873_PI586476","Atlantic-Congo",31.8105,-23.5754
"IS27877_PI586479","Atlantic-Congo",29.9523,-22.188
"IS27879_PI586481","Atlantic-Congo",29.9523,-22.188
"IS27899_PI586498","Atlantic-Congo",29.4718,-24.7993
"IS27900_PI586499","Atlantic-Congo",29.4718,-24.7993
"IS27913_PI586510","Atlantic-Congo",29.9523,-22.188
"IS29659_PI619639","Atlantic-Congo",32.94452,-5.08559
"IS29660_PI619640","Atlantic-Congo",30.5699,-4.99312
"IS29661_PI619641","Atlantic-Congo",32.94452,-5.08559
"IS29662_PI619642","Atlantic-Congo",32.94452,-5.08559
"IS29663_PI619643","Atlantic-Congo",32.8765,-3.16082
"IS3033_PI267621","Ta-Ne-Omotic",37.4412,7.79821
"IS30898_PI646231","Nilotic",33.2116,1.74748
"IS30902_PI619688","Nilotic",34.2761,2.45157
"IS30908_PI646233","Nilotic",33.2116,1.74748
"IS30910_PI619695","Atlantic-Congo",33.4791,1.1513
"IS30911_PI619696","Nilotic",33.2116,1.74748
"IS30918_PI619701","Nilotic",33.2116,1.74748
"IS30923_PI646236","Nilotic",33.2116,1.74748
"IS30931_PI619713","Nilotic",33.2116,1.74748
"IS30934_PI619716","Atlantic-Congo",32.15153,0.66884
"IS30937_PI619719","Nilotic",33.0553,2.13867
"IS30951_PI619733","Atlantic-Congo",32.4179,1.41726
"IS30958_PI646239","Atlantic-Congo",32.4179,1.41726
"IS30961_PI646240","Atlantic-Congo",32.4179,1.41726
"IS30969_PI646241","Nilotic",33.0553,2.13867
"IS30982_PI620610","Nilotic",33.0553,2.13867
"IS30992_PI620611","Nilotic",33.0553,2.13867
"IS30997_PI619765","Nilotic",33.0553,2.13867
"IS31006_PI646245","Nilotic",33.657947,2.699942
"IS31009_PI646246","Nilotic",33.657947,2.699942
"IS31010_PI619773","Nilotic",33.657947,2.699942
"IS31028_PI646247","Nilotic",32.5147,3.57738
"IS31030_PI646248","Nilotic",32.5147,3.57738
"IS31048_PI646250","Kuliak",33.73651,3.4997
"IS31054_PI619813","Nilotic",32.5147,3.57738
"IS31057_PI619816","Nilotic",32.5147,3.57738
"IS31059_PI646251","Nilotic",32.5147,3.57738
"IS3106_PI213900","Pidgin",36.25994,-0.50021
"IS31073_PI619829","Atlantic-Congo",31.4819,2.06754
"IS31083_PI619838","Atlantic-Congo",31.4819,2.06754
"IS31092_PI646255","Nilotic",31.0016,2.36213
"IS31100_PI646259","Nilotic",31.0016,2.36213
"IS31104_PI646261","Nilotic",31.0016,2.36213
"IS31107_PI646263","Nilotic",31.0016,2.36213
"IS31113_PI646266","Central Sudanic",30.8642,3.02245
"IS31123_PI619860","Central Sudanic",30.8642,3.02245
"IS31126_PI619863","Nilotic",31.0016,2.36213
"IS31127_PI646271","Central Sudanic",30.8642,3.02245
"IS31150_PI619879","Nilotic",31.0016,2.36213
"IS31165_PI619890","Nilotic",33.0553,2.13867
"IS31168_PI646283","Nilotic",33.9394,1.18321
"IS31174_PI619896","Atlantic-Congo",34.2829,1.05906
"IS31180_PI619901","Nilotic",34.0341,0.73235
"IS31182_PI619903","Nilotic",34.0341,0.73235
"IS31184_PI619904","Atlantic-Congo",34.337012,1.280475
"IS31199_PI646289","Nilotic",33.9394,1.18321
"IS31206_PI646291","Nilotic",33.9394,1.18321
"IS31207_PI646292","Atlantic-Congo",33.3942,0.40456
"IS31210_PI646293","Atlantic-Congo",33.8227,1.11392
"IS31212_PI619920","Atlantic-Congo",33.3942,0.40456
"IS31213_PI619921","Atlantic-Congo",33.3942,0.40456
"IS31220_PI619928","Atlantic-Congo",34.0335,0.3652
"IS31223_PI619930","Atlantic-Congo",33.3942,0.40456
"IS31226_PI619933","Atlantic-Congo",33.3942,0.40456
"IS31231_PI619938","Atlantic-Congo",33.4791,1.1513
"IS31234_PI619941","Atlantic-Congo",33.4791,1.1513
"IS31244_PI646295","Nilotic",33.9394,1.18321
"IS31249_PI619955","Nilotic",33.9394,1.18321
"IS31252_PI619958","Atlantic-Congo",33.4791,1.1513
"IS31257_PI619962","Atlantic-Congo",33.4791,1.1513
"IS31267_PI619970","Atlantic-Congo",30.548,-0.46364
"IS31275_PI619978","Atlantic-Congo",30.548,-0.46364
"IS31279_PI619982","Atlantic-Congo",30.548,-0.46364
"IS31283_PI619986","Central Sudanic",30.2242,1.30455
"IS31284_PI619987","Atlantic-Congo",29.6441,-1.56771
"IS31291_PI619994","Atlantic-Congo",29.9122,-1.04387
"IS31305_PI620007","Atlantic-Congo",29.9122,-1.04387
"IS31323_PI620020","Atlantic-Congo",29.9122,-1.04387
"IS31325_PI646304","Atlantic-Congo",29.9122,-1.04387
"IS31328_PI620024","Atlantic-Congo",29.9122,-1.04387
"IS31360_PI620050","Atlantic-Congo",29.8696,0.32395
"IS31367_PI620055","Atlantic-Congo",29.8696,0.32395
"IS31384_PI620072","Atlantic-Congo",29.8696,0.32395
"IS31396_PI620083","Atlantic-Congo",29.8696,0.32395
"IS31399_PI620086","Atlantic-Congo",29.8696,0.32395
"IS31410_PI620097","Atlantic-Congo",29.8696,0.32395
"IS31425_PI620110","Atlantic-Congo",29.8696,0.32395
"IS31426_PI620111","Atlantic-Congo",30.0014,0.81206
"IS31434_PI620119","Atlantic-Congo",30.6389,0.57291
"IS31436_PI620121","Atlantic-Congo",30.6389,0.57291
"IS31444_PI620129","Atlantic-Congo",29.8696,0.32395
"IS31456_PI620140","Atlantic-Congo",29.8696,0.32395
"IS31462_PI646313","Atlantic-Congo",29.9494,0.676185
"IS31474_PI620156","Atlantic-Congo",29.9494,0.676185
"IS31501_PI646320","Atlantic-Congo",31.3493,0.95294
"IS31507_PI620180","Atlantic-Congo",31.4846,-1.70878
"IS31511_PI646321","Atlantic-Congo",30.548,-0.46364
"IS31512_PI646322","Atlantic-Congo",30.548,-0.46364
"IS31518_PI646324","Atlantic-Congo",30.548,-0.46364
"IS32820_PI620367","Atlantic-Congo",36.9316,-7.52674
"IS32821_PI620368","Atlantic-Congo",36.9153,-6.98537
"IS32823_PI620369","Atlantic-Congo",37.5557,-6.86828
"IS32824_PI620370","Atlantic-Congo",37.0534,-6.38204
"IS32826_PI620372","Atlantic-Congo",37.0534,-6.38204
"IS32831_PI620375","Atlantic-Congo",37.0534,-6.38204
"IS32832_PI620376","Atlantic-Congo",37.0534,-6.38204
"IS32838_PI620382","Atlantic-Congo",37.0534,-6.38204
"IS32842_PI620385","Atlantic-Congo",35.4807,-6.35951
"IS32853_PI620396","Atlantic-Congo",35.4807,-6.35951
"IS32862_PI620405","Atlantic-Congo",35.9517,-4.71413
"IS32870_PI620411","Atlantic-Congo",35.4807,-6.35951
"IS32873_PI620414","Atlantic-Congo",36.7686,-3.42862
"IS32875_PI620416","Afro-Asiatic",35.7996,-4.23575
"IS32876_PI620417","Afro-Asiatic",35.7996,-4.23575
"IS32877_PI620418","Afro-Asiatic",35.7996,-4.23575
"IS32882_PI620423","Nilotic",34.3,-5.9
"IS32892_PI620430","Atlantic-Congo",34.3068,-4.50002
"IS32896_PI620434","Atlantic-Congo",32.94452,-5.08559
"IS32911_PI620446","Atlantic-Congo",34.6657,-5.12263
"IS32913_PI620447","Atlantic-Congo",34.3068,-4.50002
"IS32915_PI620449","Nilotic",34.3,-5.9
"IS32919_PI620453","Atlantic-Congo",34.3068,-4.50002
"IS32920_PI620454","Atlantic-Congo",34.6657,-5.12263
"IS32927_PI620459","Atlantic-Congo",35.4807,-6.35951
"IS32929_PI620461","Atlantic-Congo",34.6657,-5.12263
"IS32932_PI620463","Atlantic-Congo",34.6657,-5.12263
"IS32935_PI646389","Nilotic",37.1869,-5.43471
"IS32936_PI620466","Nilotic",37.1869,-5.43471
"IS32942_PI620472","Atlantic-Congo",35.4807,-6.35951
"IS32945_PI620475","Atlantic-Congo",34.6657,-5.12263
"IS32950_PI620477","Atlantic-Congo",35.4807,-6.35951
"IS32955_PI620480","Atlantic-Congo",37.0534,-6.38204
"IS32970_PI620493","Atlantic-Congo",35.4807,-6.35951
"IS32972_PI620495","Atlantic-Congo",34.6657,-5.12263
"IS32977_PI620500","Atlantic-Congo",34.6657,-5.12263
"IS32991_PI620514","Atlantic-Congo",34.3068,-4.50002
"IS32992_PI620515","Atlantic-Congo",34.846,-3.99991
"IS32993_PI620516","Atlantic-Congo",32.94452,-5.08559
"IS32996_PI620519","Atlantic-Congo",32.94452,-5.08559
"IS32997_PI620520","Atlantic-Congo",32.94452,-5.08559
"IS32998_PI620521","Atlantic-Congo",32.94452,-5.08559
"IS32999_PI620522","Atlantic-Congo",32.8765,-3.16082
"IS33000_PI620523","Nilotic",34.1,-3.9
"IS33004_PI620527","Nilotic",34.1,-3.9
"IS33006_PI620529","Atlantic-Congo",34.0542,-2.26367
"IS33012_PI620535","Atlantic-Congo",33.5326,-2.09315
"IS33016_PI620536","Atlantic-Congo",32.8765,-3.16082
"IS33017_PI620537","Atlantic-Congo",32.8765,-3.16082
"IS33024_PI620544","Nilotic",34.1,-3.9
"IS33027_PI620547","Nilotic",34.1,-3.9
"IS33039_PI620557","Atlantic-Congo",34.3923,-1.7124
"IS33043_PI620560","Atlantic-Congo",38.29,-4.8
"IS33047_PI620564","Nilotic",34.3,-5.9
"IS33055_PI620572","Atlantic-Congo",36.9153,-6.98537
